2025-08-12 16:16:01.132  1123-1256  ApfFilter               com.android.networkstack.process     D  (wlan0): Adding RA fe80::2 -> ff02::1 1800s fec0::/64 86400s/14400s
2025-08-12 16:16:02.675  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: music_recognition
2025-08-12 16:16:02.676  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: nearby
2025-08-12 16:16:02.679  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: netd_listener
2025-08-12 16:16:02.680  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: netpolicy
2025-08-12 16:16:02.681  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: netstats
2025-08-12 16:16:02.683  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: network_management
2025-08-12 16:16:02.683  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: network_score
2025-08-12 16:16:02.684  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: network_stack
2025-08-12 16:16:02.685  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: network_time_update_service
2025-08-12 16:16:02.686  5162-5162  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:02.687  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: network_watchlist
2025-08-12 16:16:02.688  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: notification
2025-08-12 16:16:02.689  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: on_device_intelligence
2025-08-12 16:16:02.689  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: ondevicepersonalization_system_service
2025-08-12 16:16:02.690  5162-5162  IPCThreadState          service                              E  Binder transaction failure. id: 329581, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:02.691  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: otadexopt
2025-08-12 16:16:02.692  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: overlay
2025-08-12 16:16:02.693  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: pac_proxy
2025-08-12 16:16:02.695  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: package
2025-08-12 16:16:02.696  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: package_native
2025-08-12 16:16:02.697  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: people
2025-08-12 16:16:02.699  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: performance_hint
2025-08-12 16:16:02.700  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: permission
2025-08-12 16:16:02.701  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: permission_checker
2025-08-12 16:16:02.702  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: permissionmgr
2025-08-12 16:16:02.702  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: phone
2025-08-12 16:16:02.703  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: pinner
2025-08-12 16:16:02.704  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: platform_compat
2025-08-12 16:16:02.705  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: platform_compat_native
2025-08-12 16:16:02.706  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: power
2025-08-12 16:16:02.707  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: powerstats
2025-08-12 16:16:02.708  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: print
2025-08-12 16:16:02.709  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: processinfo
2025-08-12 16:16:02.710  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: procstats
2025-08-12 16:16:02.711  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: profiling_service
2025-08-12 16:16:02.712  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: ranging
2025-08-12 16:16:02.712  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: reboot_readiness
2025-08-12 16:16:02.713  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: recovery
2025-08-12 16:16:02.714  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: remote_provisioning
2025-08-12 16:16:02.715  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: resources
2025-08-12 16:16:02.716  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: restrictions
2025-08-12 16:16:02.717  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: role
2025-08-12 16:16:02.717  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: rollback
2025-08-12 16:16:02.718  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: runtime
2025-08-12 16:16:02.718  5162-5162  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:02.719  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: safety_center
2025-08-12 16:16:02.720  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: scheduling_policy
2025-08-12 16:16:02.720  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: sdk_sandbox
2025-08-12 16:16:02.721  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: search
2025-08-12 16:16:02.722  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: search_ui
2025-08-12 16:16:02.722  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: sec_key_att_app_id_provider
2025-08-12 16:16:02.723  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: secure_element
2025-08-12 16:16:02.724  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: security_state
2025-08-12 16:16:02.724  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: sensitive_content_protection_service
2025-08-12 16:16:02.725  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: sensor_privacy
2025-08-12 16:16:02.726  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: sensorservice
2025-08-12 16:16:02.728  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: serial
2025-08-12 16:16:02.729  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: servicediscovery
2025-08-12 16:16:02.730  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: settings
2025-08-12 16:16:02.730  5162-5162  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:02.731  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: shortcut
2025-08-12 16:16:02.732  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: simphonebook
2025-08-12 16:16:02.733  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: slice
2025-08-12 16:16:02.734  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: smartspace
2025-08-12 16:16:02.735  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: soundtrigger
2025-08-12 16:16:02.736  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: soundtrigger_middleware
2025-08-12 16:16:02.736  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: speech_recognition
2025-08-12 16:16:02.737  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: stats
2025-08-12 16:16:02.739  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: statsbootstrap
2025-08-12 16:16:02.740  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: statscompanion
2025-08-12 16:16:02.741  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: statsmanager
2025-08-12 16:16:02.742  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: statusbar
2025-08-12 16:16:02.743  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: storaged
2025-08-12 16:16:02.744  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: storaged_pri
2025-08-12 16:16:02.745  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: storagestats
2025-08-12 16:16:02.747  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: supervision
2025-08-12 16:16:02.751  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: system_config
2025-08-12 16:16:02.752  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: system_server_dumper
2025-08-12 16:16:02.752  5162-5162  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:02.753  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: system_update
2025-08-12 16:16:02.755  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: telecom
2025-08-12 16:16:02.756  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: telephony.registry
2025-08-12 16:16:02.757  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: telephony_ims
2025-08-12 16:16:02.757  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: testharness
2025-08-12 16:16:02.758  5162-5162  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:02.758  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: tethering
2025-08-12 16:16:02.759  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: textclassification
2025-08-12 16:16:02.761  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: textservices
2025-08-12 16:16:02.762  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: texttospeech
2025-08-12 16:16:02.764  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: thermalservice
2025-08-12 16:16:02.765  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: thread_network
2025-08-12 16:16:02.766  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: time_detector
2025-08-12 16:16:02.767  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: time_zone_detector
2025-08-12 16:16:02.768  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: tracing.proxy
2025-08-12 16:16:02.770  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: tradeinmode
2025-08-12 16:16:02.771  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: translation
2025-08-12 16:16:02.772  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: transparency
2025-08-12 16:16:02.774  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: trust
2025-08-12 16:16:02.775  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: uimode
2025-08-12 16:16:02.776  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: updatelock
2025-08-12 16:16:02.777  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: uri_grants
2025-08-12 16:16:02.778  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: usagestats
2025-08-12 16:16:02.780  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: usb
2025-08-12 16:16:02.781  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: user
2025-08-12 16:16:02.781  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: uwb
2025-08-12 16:16:02.783  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: vcn_management
2025-08-12 16:16:02.783  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: vibrator_manager
2025-08-12 16:16:02.784  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: virtualdevice
2025-08-12 16:16:02.785  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: virtualdevice_native
2025-08-12 16:16:02.786  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: voiceinteraction
2025-08-12 16:16:02.789  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: vpn_management
2025-08-12 16:16:02.790  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: wallpaper
2025-08-12 16:16:02.790  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: wallpaper_effects_generation
2025-08-12 16:16:02.791  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: wearable_sensing
2025-08-12 16:16:02.792  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: webviewupdate
2025-08-12 16:16:02.793  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: wifi
2025-08-12 16:16:02.794  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: wifinl80211
2025-08-12 16:16:02.794  5162-5162  IPCThreadState          service                              E  Binder transaction failure. id: 330083, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:02.795  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: wifip2p
2025-08-12 16:16:02.795  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: wifiscanner
2025-08-12 16:16:02.796  5162-5162  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: window
2025-08-12 16:16:03.033   747-2082  ActivityManager         system_server                        I  Force stopping com.pseddev.singventory appid=10233 user=0: from pid 5178
2025-08-12 16:16:03.035   747-2082  AppsFilter              system_server                        I  interaction: PackageSetting{ee75a41 com.android.microdroid.empty_payload/10196} -> PackageSetting{95502b1 com.pseddev.singventory/10233} BLOCKED
2025-08-12 16:16:03.035   747-2082  AppsFilter              system_server                        I  interaction: PackageSetting{c2d3527 com.pseddev.playstreak.debug/10231} -> PackageSetting{95502b1 com.pseddev.singventory/10233} BLOCKED
2025-08-12 16:16:03.035   747-2082  AppsFilter              system_server                        I  interaction: PackageSetting{89bb3d4 com.pseddev.playstreak/10232} -> PackageSetting{95502b1 com.pseddev.singventory/10233} BLOCKED
2025-08-12 16:16:03.040  1162-1162  CarrierSvcBindHelper    com.android.phone                    D  onHandleForceStop: [com.pseddev.singventory]
2025-08-12 16:16:03.040  1162-1162  CarrierSvcBindHelper    com.android.phone                    D  No carrier app for: 0
2025-08-12 16:16:03.051  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: DockObserver
2025-08-12 16:16:03.052  5181-5181  Parcel                  service                              E  Reading a NULL string not supported here.
2025-08-12 16:16:03.052  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: SurfaceFlinger
2025-08-12 16:16:03.053  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: SurfaceFlingerAIDL
2025-08-12 16:16:03.053  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: accessibility
2025-08-12 16:16:03.054  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: account
2025-08-12 16:16:03.054  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: activity
2025-08-12 16:16:03.055  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: activity_task
2025-08-12 16:16:03.056  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: adb
2025-08-12 16:16:03.056  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: adservices_manager
2025-08-12 16:16:03.057  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: advanced_protection
2025-08-12 16:16:03.058  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: alarm
2025-08-12 16:16:03.059  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: ambient_context
2025-08-12 16:16:03.059  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.frameworks.cameraservice.service.ICameraService/default
2025-08-12 16:16:03.060  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.frameworks.devicestate.IDeviceStateService/default
2025-08-12 16:16:03.061  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.frameworks.location.altitude.IAltitudeService/default
2025-08-12 16:16:03.061  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.frameworks.sensorservice.ISensorManager/default
2025-08-12 16:16:03.062  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.frameworks.stats.IStats/default
2025-08-12 16:16:03.062  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.frameworks.vibrator.IVibratorControlService/default
2025-08-12 16:16:03.064  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.authsecret.IAuthSecret/default
2025-08-12 16:16:03.064  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330247, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.064  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330251, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.065  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.bluetooth.IBluetoothHci/default
2025-08-12 16:16:03.065  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330255, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.065  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.bluetooth.audio.IBluetoothAudioProviderFactory/default
2025-08-12 16:16:03.065  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330259, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.066  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.bluetooth.offload.leaudio.IHciProxy/default
2025-08-12 16:16:03.066  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330263, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.066  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.camera.provider.ICameraProvider/internal/0
2025-08-12 16:16:03.066  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330267, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.066  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.camera.provider.ICameraProvider/internal/1
2025-08-12 16:16:03.066  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330271, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.066  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.cas.IMediaCasService/default
2025-08-12 16:16:03.066  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.contexthub.IContextHub/default
2025-08-12 16:16:03.066  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330280, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.067  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.drm.IDrmFactory/widevine
2025-08-12 16:16:03.068  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.gatekeeper.IGatekeeper/default
2025-08-12 16:16:03.068  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330289, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.068  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330293, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.069  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.graphics.allocator.IAllocator/default
2025-08-12 16:16:03.069  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.graphics.composer3.IComposer/default
2025-08-12 16:16:03.069  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330302, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.070  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.health.IHealth/default
2025-08-12 16:16:03.070  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330306, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.070  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.identity.IIdentityCredentialStore/default
2025-08-12 16:16:03.070  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330310, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.071  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.light.ILights/default
2025-08-12 16:16:03.071  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330314, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.072  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.media.c2.IComponentStore/software
2025-08-12 16:16:03.073  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.neuralnetworks.IDevice/nnapi-sample_all
2025-08-12 16:16:03.073  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.neuralnetworks.IDevice/nnapi-sample_quant
